Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2021-01-04 00:00:00-05:00,3.309999942779541,3.4000000953674316,2.9000000953674316,3.190000057220459,245100,0.0,0.0,KOSS
2021-01-05 00:00:00-05:00,3.130000114440918,3.369999885559082,2.9600000381469727,3.109999895095825,116600,0.0,0.0,KOSS
2021-01-06 00:00:00-05:00,3.0899999141693115,3.240000009536743,3.049999952316284,3.049999952316284,34600,0.0,0.0,KOSS
2021-01-07 00:00:00-05:00,3.109999895095825,3.180000066757202,2.9700000286102295,3.1500000953674316,84600,0.0,0.0,KOSS
2021-01-08 00:00:00-05:00,3.2799999713897705,3.2799999713897705,3.0,3.2699999809265137,62300,0.0,0.0,KOSS
2021-01-11 00:00:00-05:00,3.190000057220459,3.2300000190734863,3.0199999809265137,3.200000047683716,39500,0.0,0.0,KOSS
2021-01-12 00:00:00-05:00,3.200000047683716,3.2899999618530273,3.0899999141693115,3.240000009536743,40300,0.0,0.0,KOSS
2021-01-13 00:00:00-05:00,3.240000009536743,3.380000114440918,3.0999999046325684,3.109999895095825,28300,0.0,0.0,KOSS
2021-01-14 00:00:00-05:00,3.0999999046325684,3.2200000286102295,3.0299999713897705,3.069999933242798,26200,0.0,0.0,KOSS
2021-01-15 00:00:00-05:00,3.069999933242798,3.1700000762939453,2.819999933242798,2.9000000953674316,82600,0.0,0.0,KOSS
2021-01-19 00:00:00-05:00,3.0299999713897705,3.8399999141693115,3.0299999713897705,3.619999885559082,713500,0.0,0.0,KOSS
2021-01-20 00:00:00-05:00,3.9000000953674316,4.300000190734863,3.4000000953674316,3.430000066757202,567700,0.0,0.0,KOSS
2021-01-21 00:00:00-05:00,3.4800000190734863,3.690000057220459,3.2899999618530273,3.5399999618530273,97500,0.0,0.0,KOSS
2021-01-22 00:00:00-05:00,3.490000009536743,3.5399999618530273,3.2100000381469727,3.3399999141693115,121800,0.0,0.0,KOSS
2021-01-25 00:00:00-05:00,3.6500000953674316,6.0,3.450000047683716,6.0,8512100,0.0,0.0,KOSS
2021-01-26 00:00:00-05:00,11.6899995803833,13.899999618530273,8.720000267028809,10.0,34562700,0.0,0.0,KOSS
2021-01-27 00:00:00-05:00,17.520000457763672,69.79000091552734,14.1899995803833,58.0,25073500,0.0,0.0,KOSS
2021-01-28 00:00:00-05:00,74.0,127.44999694824219,25.0,41.959999084472656,11305200,0.0,0.0,KOSS
2021-01-29 00:00:00-05:00,72.86000061035156,105.4000015258789,53.0,64.0,11612300,0.0,0.0,KOSS
2021-02-01 00:00:00-05:00,60.0,60.0,34.0,35.0,7973000,0.0,0.0,KOSS
2021-02-02 00:00:00-05:00,26.65999984741211,27.0,17.510000228881836,20.0,6671000,0.0,0.0,KOSS
2021-02-03 00:00:00-05:00,26.75,30.0,23.809999465942383,25.59000015258789,7228400,0.0,0.0,KOSS
2021-02-04 00:00:00-05:00,24.0,24.75,18.299999237060547,18.799999237060547,2913400,0.0,0.0,KOSS
2021-02-05 00:00:00-05:00,17.950000762939453,24.489999771118164,17.010000228881836,19.979999542236328,4844400,0.0,0.0,KOSS
2021-02-08 00:00:00-05:00,19.469999313354492,19.610000610351562,17.25,19.0,2055000,0.0,0.0,KOSS
2021-02-09 00:00:00-05:00,18.149999618530273,18.670000076293945,17.510000228881836,17.920000076293945,1178900,0.0,0.0,KOSS
2021-02-10 00:00:00-05:00,17.700000762939453,19.0,15.5,17.010000228881836,2409700,0.0,0.0,KOSS
2021-02-11 00:00:00-05:00,16.559999465942383,17.15999984741211,15.34000015258789,15.920000076293945,847100,0.0,0.0,KOSS
2021-02-12 00:00:00-05:00,15.170000076293945,15.699999809265137,14.510000228881836,14.779999732971191,1076300,0.0,0.0,KOSS
2021-02-16 00:00:00-05:00,14.699999809265137,14.949999809265137,13.3100004196167,14.5,1893500,0.0,0.0,KOSS
2021-02-17 00:00:00-05:00,14.210000038146973,14.300000190734863,13.149999618530273,13.390000343322754,533800,0.0,0.0,KOSS
2021-02-18 00:00:00-05:00,13.319999694824219,17.700000762939453,12.600000381469727,14.25,6529600,0.0,0.0,KOSS
2021-02-19 00:00:00-05:00,13.75,14.220000267028809,13.020000457763672,14.050000190734863,946100,0.0,0.0,KOSS
2021-02-22 00:00:00-05:00,13.899999618530273,15.199999809265137,13.149999618530273,13.3100004196167,1520400,0.0,0.0,KOSS
2021-02-23 00:00:00-05:00,12.930000305175781,13.079999923706055,11.4399995803833,11.899999618530273,613500,0.0,0.0,KOSS
2021-02-24 00:00:00-05:00,12.079999923706055,20.280000686645508,11.880000114440918,18.440000534057617,13351700,0.0,0.0,KOSS
2021-02-25 00:00:00-05:00,32.599998474121094,35.04999923706055,18.93000030517578,21.530000686645508,38329400,0.0,0.0,KOSS
2021-02-26 00:00:00-05:00,19.100000381469727,22.6200008392334,16.049999237060547,16.709999084472656,8703600,0.0,0.0,KOSS
2021-03-01 00:00:00-05:00,16.81999969482422,20.8799991607666,16.0,18.950000762939453,8323500,0.0,0.0,KOSS
2021-03-02 00:00:00-05:00,17.329999923706055,19.40999984741211,16.149999618530273,16.190000534057617,3695700,0.0,0.0,KOSS
2021-03-03 00:00:00-05:00,16.93000030517578,17.709999084472656,16.110000610351562,16.920000076293945,1755200,0.0,0.0,KOSS
2021-03-04 00:00:00-05:00,16.110000610351562,17.25,14.90999984741211,15.300000190734863,2749500,0.0,0.0,KOSS
2021-03-05 00:00:00-05:00,15.529999732971191,16.1299991607666,13.529999732971191,14.779999732971191,1900400,0.0,0.0,KOSS
